Umsatz,holiday,IsWeekend,IsNewYears,Easter,KielerWoche,sin_1y,cos_1y,sin_2y,Revenue_lag1,Revenue_lag7,WG_2,WG_3,WG_4,WG_5,WG_6
135.500244042392,1,0,0,0,0,-0.1094457686489155,-0.993992768446958,0.2175766051482817,92.6377553788373,148.828353112183,0,0,0,0,0
136.048382778344,1,0,0,0,0,-0.1265278168386831,-0.9919630595773395,0.2510218406258827,135.500244042392,159.79375714468,0,0,0,0,0
135.132314289581,1,0,0,0,0,-0.1435724234118113,-0.9896398128792412,0.2841699724797683,136.048382778344,111.885593514353,0,0,0,0,0
138.549392636714,1,0,0,0,0,-0.1605745445949937,-0.9870237158387384,0.3169817673505278,135.132314289581,168.864940979931,0,0,0,0,0
101.447511461298,1,0,0,0,0,-0.1775291491870349,-0.984115542601034,0.3494183899593976,138.549392636714,171.280754117955,0,0,0,0,0
141.233309883732,1,1,0,0,0,-0.1944312200476619,-0.9809161537413774,0.3814414490727919,101.447511461298,174.552359998476,0,0,0,0,0
112.524365708762,1,1,0,0,0,-0.2112757555821793,-0.9774264960104057,0.4130130429412807,141.233309883732,92.6377553788373,0,0,0,0,0
161.264677322182,1,0,0,0,0,-0.2280577712215198,-0.9736476020539838,0.4440958041592176,112.524365708762,135.500244042392,0,0,0,0,0
116.821358174215,1,0,0,0,0,-0.2447723008972595,-0.9695805901076308,0.4746529438919349,161.264677322182,136.048382778344,0,0,0,0,0
150.572919592838,1,0,0,0,0,-0.2614143985111562,-0.965226663665613,0.5046482954181526,116.821358174215,135.132314289581,0,0,0,0,0
101.90072129658,1,0,0,0,0,-0.2779791393987801,-0.9605871111248128,0.5340463569360717,150.572919592838,138.549392636714,0,0,0,0,0
161.63511518654,1,0,0,0,0,-0.2944616217868012,-0.9556633054034704,0.5628123335824821,101.90072129658,101.447511461298,0,0,0,0,0
134.328076682024,1,1,0,0,0,-0.3108569682435036,-0.9504567035349152,0.5909121786151564,161.63511518654,141.233309883732,0,0,0,0,0
66.2887578161955,1,1,0,0,0,-0.3271603271220951,-0.9449688462364056,0.6183126337097825,134.328076682024,112.524365708762,0,0,0,0,0
131.223948997842,1,0,0,0,0,-0.343366873996388,-0.939201357453208,0.6449812683237445,66.2887578161955,161.264677322182,0,0,0,0,0
110.315246796665,1,0,0,0,0,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,131.223948997842,116.821358174215,0,0,0,0,0
141.891908195545,1,0,0,0,0,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,110.315246796665,150.572919592838,0,0,0,0,0
167.701216640907,1,0,0,0,0,-0.3913578365610259,-0.9202385798054076,0.7202851594252706,141.891908195545,101.90072129658,0,0,0,0,0
147.272084366206,1,0,0,0,0,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,167.701216640907,161.63511518654,0,0,0,0,0
161.403357795112,1,1,0,0,0,-0.4227806579826773,-0.9062320427107696,0.7662747586044899,147.272084366206,134.328076682024,0,0,0,0,0
86.0791432446654,1,1,0,0,0,-0.4383067230125192,-0.898825465016444,0.7879224882631226,161.403357795112,66.2887578161955,0,0,0,0,0
183.564164400591,1,0,0,0,0,-0.4537030860313442,-0.8911529104063088,0.8086376511543126,86.0791432446654,131.223948997842,0,0,0,0,0
132.111640117897,1,0,0,0,0,-0.4689651910076318,-0.8832166493127127,0.8283957292921138,183.564164400591,110.315246796665,0,0,0,0,0
144.745431773143,1,0,0,0,0,-0.4840885216389758,-0.8750190302029955,0.847173337473877,132.111640117897,141.891908195545,0,0,0,0,0
157.854023011106,1,0,0,0,0,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,144.745431773143,167.701216640907,0,0,0,0,0
117.359342094889,1,0,0,0,0,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,157.854023011106,147.272084366206,0,0,0,0,0
186.027178770079,1,1,0,0,0,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,117.359342094889,161.403357795112,0,0,0,0,0
104.708216687715,0,1,0,0,0,-0.5431052396834317,-0.8396646346181327,0.912052525275964,186.027178770079,86.0791432446654,0,0,0,0,0
146.775309890073,0,0,0,0,0,-0.5574684374327892,-0.8301981337405212,0.9256185127518922,104.708216687715,183.564164400591,0,0,0,0,0
131.956277381283,0,0,0,0,0,-0.5716666713027052,-0.8204859638785327,0.9380889596420648,146.775309890073,132.111640117897,0,0,0,0,0
160.593417296116,0,0,0,0,0,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,131.956277381283,144.745431773143,0,0,0,0,0
153.099424561652,0,0,0,0,0,-0.5995514915196489,-0.8003361849976323,0.9596855068649522,160.593417296116,157.854023011106,0,0,0,0,0
125.620344387906,0,0,0,0,0,-0.6132298262997502,-0.7899045386224707,0.968786046025684,153.099424561652,117.359342094889,0,0,0,0,0
185.177162656408,0,1,0,0,0,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,125.620344387906,186.027178770079,0,0,0,0,0
73.2088330039992,0,1,0,0,0,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,185.177162656408,104.708216687715,0,0,0,0,0
154.504729536697,0,0,0,0,0,-0.65316012232693,-0.7572198192083127,0.9891715794849548,73.2088330039992,146.775309890073,0,0,0,0,0
134.064451548102,0,0,0,0,0,-0.666088855860977,-0.7458723993404063,0.993634586189866,154.504729536697,131.956277381283,0,0,0,0,0
156.972510536869,0,0,0,0,0,-0.6788204829862355,-0.734304263829602,0.9969215500633252,134.064451548102,160.593417296116,0,0,0,0,0
164.763795399756,0,0,0,0,0,-0.6913512362094071,-0.722518835873311,0.9990285807311906,156.972510536869,153.099424561652,0,0,0,0,0
147.79799759804,0,0,0,0,0,-0.7036774074790128,-0.7105196029692745,0.999953184360873,164.763795399756,125.620344387906,0,0,0,0,0
221.630418006017,0,1,0,0,0,-0.7157953492826642,-0.6983101158835584,0.9996942666129788,147.79799759804,185.177162656408,0,0,0,0,0
92.489778506026,0,1,0,0,0,-0.7277014757264236,-0.6858939875998223,0.998252133936544,221.630418006017,73.2088330039992,0,0,0,0,0
145.87913275728,0,0,0,0,0,-0.7393922635959241,-0.673274892250183,0.9956284932063294,92.489778506026,154.504729536697,0,0,0,0,0
111.842396126739,0,0,0,0,0,-0.7508642533989489,-0.6604565640279754,0.9918264497026016,145.87913275728,134.064451548102,0,0,0,0,0
125.336522713024,0,0,0,0,0,-0.7621140503891487,-0.6474427960827475,0.9868505034357966,111.842396126739,156.972510536869,0,0,0,0,0
132.916428220302,0,0,0,0,0,-0.7731383255706026,-0.6342374393978054,0.9807065438204116,125.336522713024,164.763795399756,0,0,0,0,0
162.958958703106,0,0,0,0,0,-0.7839338166829201,-0.620844401650647,0.973401842704431,132.916428220302,147.79799759804,0,0,0,0,0
201.543109556297,0,1,0,0,0,-0.7944973291665992,-0.6072676460566135,0.9649450457625344,162.958958703106,221.630418006017,0,0,0,0,0
83.0226725739551,0,1,0,0,0,-0.8048257371083452,-0.593511190196115,0.9553461622632788,201.543109556297,92.489778506026,0,0,0,0,0
165.829031676714,0,0,0,0,0,-0.8149159841660791,-0.5795791048257612,0.9446165532223606,83.0226725739551,145.87913275728,0,0,0,0,0
118.473650434102,0,0,0,0,0,-0.8247650844733614,-0.5654755126737576,0.9327689179559782,165.829031676714,111.842396126739,0,0,0,0,0
108.876991442649,0,0,0,0,0,-0.8343701235229537,-0.5512045872199277,0.9198172790502196,118.473650434102,125.336522713024,0,0,0,0,0
178.178023803315,0,0,0,0,0,-0.8437282590292712,-0.5367705514607103,0.905776965764254,108.876991442649,132.916428220302,0,0,0,0,0
133.150828452892,0,0,0,0,0,-0.8528367217694595,-0.522177676659508,0.8906645958869751,178.178023803315,162.958958703106,0,0,0,0,0
130.821314898435,0,1,0,0,0,-0.8616928164028521,-0.5074302810827518,0.8744980560685747,133.150828452892,201.543109556297,0,0,0,0,0
95.9704314892471,0,1,0,0,0,-0.8702939222685674,-0.4925327287220543,0.8572964806503138,130.821314898435,83.0226725739551,0,0,0,0,0
138.408723210465,0,0,0,0,0,-0.8786374941610001,-0.4774894280028391,0.8390802290175676,95.9704314892471,165.829031676714,0,0,0,0,0
138.825618927843,0,0,0,0,0,-0.886721063082993,-0.4623048304798108,0.8198708615029215,138.408723210465,118.473650434102,0,0,0,0,0
100.221969526295,0,0,0,0,0,-0.8945422369764496,-0.4469834295196741,0.7996911138678691,138.825618927843,108.876991442649,0,0,0,0,0
173.658100347255,0,0,0,0,0,-0.9020987014301836,-0.4315297589714714,0.7785648703932891,100.221969526295,178.178023803315,0,0,0,0,0
171.415179710314,0,0,0,0,0,-0.9093882203647924,-0.4159483918249421,0.756517135610563,173.658100347255,133.150828452892,0,0,0,0,0
186.034060963767,0,1,0,0,0,-0.9164086366943458,-0.4002439388573056,0.733574004706797,171.415179710314,130.821314898435,0,0,0,0,0
