Umsatz,Warengruppe,holiday,IsWeekend,IsNewYears,Easter,KielerWoche,sin_1y,cos_1y,sin_2y,Revenue_lag1,Revenue_lag7,WG_2,WG_3,WG_4,WG_5,WG_6,log_Umsatz
135.500244042392,1,1,0,0,0,0,-0.10944576864891556,-0.993992768446958,0.21757660514828173,92.6377553788373,148.828353112183,0,0,0,0,0,4.916326402479768
136.048382778344,1,1,0,0,0,0,-0.12652781683868314,-0.9919630595773397,0.2510218406258827,135.500244042392,159.79375714468,0,0,0,0,0,4.92033402244819
135.132314289581,1,1,0,0,0,0,-0.1435724234118113,-0.9896398128792412,0.2841699724797683,136.048382778344,111.885593514353,0,0,0,0,0,4.913627311964469
138.549392636714,1,1,0,0,0,0,-0.16057454459499376,-0.9870237158387383,0.31698176735052785,135.132314289581,168.864940979931,0,0,0,0,0,4.9384186076741425
101.447511461298,1,1,0,0,0,0,-0.17752914918703497,-0.984115542601034,0.34941838995939767,138.549392636714,171.280754117955,0,0,0,0,0,4.629350584114619
141.233309883732,1,1,1,0,0,0,-0.19443122004766195,-0.9809161537413774,0.3814414490727919,101.447511461298,174.552359998476,0,0,0,0,0,4.957468736658702
112.524365708762,1,1,1,0,0,0,-0.2112757555821793,-0.9774264960104055,0.4130130429412807,141.233309883732,92.6377553788373,0,0,0,0,0,4.732017489730018
161.264677322182,1,1,0,0,0,0,-0.2280577712215198,-0.9736476020539838,0.4440958041592176,112.524365708762,135.500244042392,0,0,0,0,0,5.0892288126465
116.821358174215,1,1,0,0,0,0,-0.24477230089725957,-0.9695805901076308,0.47465294389193496,161.264677322182,136.048382778344,0,0,0,0,0,4.769169563562451
150.572919592838,1,1,0,0,0,0,-0.2614143985111562,-0.965226663665613,0.5046482954181526,116.821358174215,135.132314289581,0,0,0,0,0,5.021066826597813
101.90072129658,1,1,0,0,0,0,-0.2779791393987801,-0.9605871111248129,0.5340463569360717,150.572919592838,138.549392636714,0,0,0,0,0,4.633764652500373
161.63511518654,1,1,0,0,0,0,-0.2944616217868012,-0.9556633054034704,0.5628123335824821,101.90072129658,101.447511461298,0,0,0,0,0,5.091509134354412
134.328076682024,1,1,1,0,0,0,-0.3108569682435036,-0.9504567035349151,0.5909121786151564,161.63511518654,141.233309883732,0,0,0,0,0,4.907702027928189
66.2887578161955,1,1,1,0,0,0,-0.3271603271220951,-0.9449688462364056,0.6183126337097825,134.328076682024,112.524365708762,0,0,0,0,0,4.2089931768752145
131.223948997842,1,1,0,0,0,0,-0.34336687399638804,-0.939201357453208,0.6449812683237445,66.2887578161955,161.264677322182,0,0,0,0,0,4.884497068331624
110.315246796665,1,1,0,0,0,0,-0.3594718130884232,-0.9331559438780432,0.6708865180801582,131.223948997842,116.821358174215,0,0,0,0,0,4.712366237189352
141.891908195545,1,1,0,0,0,0,-0.3754703786876202,-0.9268343944460494,0.6959977221267386,110.315246796665,150.572919592838,0,0,0,0,0,4.962088457689037
167.701216640907,1,1,0,0,0,0,-0.3913578365610259,-0.9202385798054075,0.7202851594252706,141.891908195545,101.90072129658,0,0,0,0,0,5.128129201386658
147.272084366206,1,1,0,0,0,0,-0.4071294853542516,-0.9133704517637858,0.7437200839287408,167.701216640907,161.63511518654,0,0,0,0,0,4.9990489938403835
161.403357795112,1,1,1,0,0,0,-0.4227806579826773,-0.9062320427107697,0.7662747586044899,147.272084366206,134.328076682024,0,0,0,0,0,5.090083103592106
86.0791432446654,1,1,1,0,0,0,-0.4383067230125192,-0.898825465016444,0.7879224882631226,161.403357795112,66.2887578161955,0,0,0,0,0,4.466817397602574
183.564164400591,1,1,0,0,0,0,-0.45370308603134424,-0.8911529104063088,0.8086376511543126,86.0791432446654,131.223948997842,0,0,0,0,0,5.217997177549986
132.111640117897,1,1,0,0,0,0,-0.46896519100763184,-0.8832166493127127,0.8283957292921138,183.564164400591,110.315246796665,0,0,0,0,0,4.891188175505796
144.745431773143,1,1,0,0,0,0,-0.48408852163897587,-0.8750190302029955,0.847173337473877,132.111640117897,141.891908195545,0,0,0,0,0,4.981861481845015
157.854023011106,1,1,0,0,0,0,-0.4990686026885319,-0.8665624788845385,0.8649482509584342,144.745431773143,167.701216640907,0,0,0,0,0,5.067985686243783
117.359342094889,1,1,0,0,0,0,-0.5139010013093103,-0.8578494977869301,0.8816994317707848,157.854023011106,147.272084366206,0,0,0,0,0,4.773725269007681
186.027178770079,1,1,1,0,0,0,-0.5285813283559292,-0.8488826652214553,0.8974070536021568,117.359342094889,161.403357795112,0,0,0,0,0,5.231253947310069
104.708216687715,1,0,1,0,0,0,-0.5431052396834317,-0.8396646346181327,0.912052525275964,186.027178770079,86.0791432446654,0,0,0,0,0,4.660682625784098
146.775309890073,1,0,0,0,0,0,-0.5574684374327892,-0.8301981337405212,0.9256185127518922,104.708216687715,183.564164400591,0,0,0,0,0,4.995692943748146
131.956277381283,1,0,0,0,0,0,-0.5716666713027052,-0.8204859638785327,0.9380889596420647,146.775309890073,132.111640117897,0,0,0,0,0,4.890020332680311
160.593417296116,1,0,0,0,0,0,-0.5856957398073508,-0.8105309990194823,0.9494491062150135,131.956277381283,144.745431773143,0,0,0,0,0,5.085083410703583
153.099424561652,1,0,0,0,0,0,-0.5995514915196489,-0.8003361849976323,0.9596855068649522,160.593417296116,157.854023011106,0,0,0,0,0,5.037598008131246
125.620344387906,1,0,0,0,0,0,-0.6132298262997502,-0.7899045386224707,0.968786046025684,153.099424561652,117.359342094889,0,0,0,0,0,4.841193194966222
185.177162656408,1,0,1,0,0,0,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,125.620344387906,186.027178770079,0,0,0,0,0,5.226698707784958
73.2088330039992,1,0,1,0,0,0,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,185.177162656408,104.708216687715,0,0,0,0,0,4.3068831862688395
154.504729536697,1,0,0,0,0,0,-0.65316012232693,-0.7572198192083127,0.9891715794849547,73.2088330039992,146.775309890073,0,0,0,0,0,5.046676146183752
134.064451548102,1,0,0,0,0,0,-0.666088855860977,-0.7458723993404063,0.993634586189866,154.504729536697,131.956277381283,0,0,0,0,0,4.905752083385128
156.972510536869,1,0,0,0,0,0,-0.6788204829862355,-0.734304263829602,0.9969215500633253,134.064451548102,160.593417296116,0,0,0,0,0,5.062421033946138
164.763795399756,1,0,0,0,0,0,-0.6913512362094071,-0.722518835873311,0.9990285807311906,156.972510536869,153.099424561652,0,0,0,0,0,5.110563855766975
